txn_id,date,account_id,counterparty,description,amount,currency
TXN-P10-0039,2025-08-24,ACC-7810,Dunmore Office Supplies Trust (Kostanay centre),"Marketing co-operative funding received — Uralsk annex, period 04 2025",1290329.01,USD
TXN-P10-0050,2025-08-24,ACC-7810,Bridgeport Payroll Group (Aktobe hub),Trade press marketing insertion — April,-13084947.11,USD
TXN-9244-0003,2025-08-25,ACC-9244,Dunmore Landscaping Group JSC,Sponsorship marketing of regional sports club — Almaty office 2025,-531973.56,USD
TXN-9427-0040,2025-08-25,ACC-9427,Dunmore Stationery Inc (Shymkent depot),"Property tax payment — Astana branch, H1",-1971968.04,USD
TXN-9610-0035,2025-08-25,ACC-9610,Dunmore Maintenance Trust (Kyzylorda station),Telecom services — Atyrau terminal 2025,-4619234.91,EUR
TXN-9904-0041,2025-08-25,ACC-9904,Bridgeport Office Supplies Group,"Rent deposit returned — Aktobe hub, Q1 2025",522851.84,USD
TXN-P7-0013,2025-08-26,ACC-7807,Dunmore Janitorial Services (Pavlodar block),Warehouse lease — December 2025,-1944353.79,USD
TXN-P9-0002,2025-08-26,ACC-7809,Cedarville Landscaping Partners,Regional marketing campaign production,-152206.60,USD
TXN-9403-0020,2025-08-27,ACC-9403,Bridgeport Telecom Holdings (Uralsk annex),Electricity bill — Zhezkazgan compound,-4405137.65,USD
TXN-9724-0007,2025-08-27,ACC-9724,Juniper Facilities Group Company (Pavlodar block),Directors and officers insurance — Ekibastuz block B,-550658.83,USD
TXN-9851-0037,2025-08-27,ACC-9851,Dunmore Catering Holdings,"Tax penalty settlement charge — Aktobe hub, June",-1536345.51,USD
TXN-B1-0003,2025-08-27,ACC-7201,Juniper Printing Inc Ltd (Pavlodar block),Motor third-party insurance — February 2025,-674063.75,USD
TXN-P2-0012,2025-08-27,ACC-7802,Zhetysu Capital Partners LLP,Management advisory retainer,-271884.36,USD
TXN-P5-0029,2025-08-27,ACC-7805,Eastgate Waste Systems Group (Uralsk annex),Rent overpayment refunded — Karaganda yard,8829255.05,USD
TXN-P6-0051,2025-08-27,ACC-7806,Foxridge Payroll Ltd (Karaganda yard),"Accrued interest payment — Atyrau terminal, Q2 2025",-14699557.16,USD
TXN-P7-0053,2025-08-27,ACC-7807,Cedarville Tax Advisory Partners Enterprise (Karaganda yard),"Payroll bonus disbursement — Ekibastuz block B, June",-2187384.84,USD
TXN-9195-0001,2025-08-28,ACC-9195,Glenwood Supply LLC Works,Electricity overbilling refund — H2,10611387.27,USD
TXN-9440-0006,2025-08-28,ACC-9440,Foxridge Security Services (Turkistan point),Directors and officers insurance — Karaganda yard 2025,-559134.71,USD
TXN-B1-0051,2025-08-28,ACC-7201,Ashford Waste Systems Co,"Tax overpayment refunded — Uralsk annex, instalment 3",4465315.58,USD
TXN-P5-0050,2025-08-28,ACC-7805,Hartley Stationery Trust,Credit facility interest — Pavlodar block,-2871464.98,USD
TXN-9168-0008,2025-08-29,ACC-9168,Eastgate Power Inc (Zhezkazgan compound),"Payroll overfunding returned — Shymkent depot, instalment 1",601606.67,USD
TXN-9497-0011,2025-08-29,ACC-9497,Ashford Utility Corp (Uralsk annex),"Interest on escrow balance — Zhezkazgan compound, October 2025",1169179.20,USD
TXN-9841-0021,2025-08-29,ACC-9841,Eastgate Security Holdings (Astana branch),"Electricity network capacity charge — Uralsk annex, instalment 3",-109348.86,USD
TXN-P4-0047,2025-08-29,ACC-7804,Ironwood Payroll,Group insurance experience refund — Semey base,1186007.46,USD
TXN-9010-0037,2025-08-30,ACC-9010,Eastgate Facilities Trust LLP,"Corporate income tax instalment — Kostanay centre, instalment 3",-876303.48,USD
TXN-9356-0014,2025-08-30,ACC-9356,Foxridge Janitorial Group Enterprise,Parking garage lease — Kostanay centre 2025,-5071323.06,USD
TXN-9367-0002,2025-08-30,ACC-9367,Eastgate Office Supplies Solutions Enterprise (Kostanay centre),Customer newsletter marketing production — Q2,-2481306.32,USD
TXN-9733-0047,2025-08-30,ACC-9733,Cascade Water Utility,"Tax penalty settlement charge — Astana branch, March 2025",-477723.73,USD
TXN-9831-0003,2025-08-30,ACC-9831,Ashford Supply Group (Pavlodar block),"Group medical insurance premium — Atyrau terminal, final call 2025",-4289616.16,USD
TXN-9879-0045,2025-08-30,ACC-9879,Hartley Leasing Services (Turkistan point),Rent for spare parts store 2025,-1564340.77,USD
TXN-9925-0011,2025-08-30,ACC-9925,Foxridge Property Associates Group,Printed marketing collateral run — Oskemen unit,-9479041.11,USD
TXN-9987-0041,2025-08-30,ACC-9987,Cedarville Janitorial Holdings,Vehicle tax payment — H2,-4823291.95,USD
TXN-B4-0010,2025-08-30,ACC-7204,Ashford Realty Ltd Enterprise (Ekibastuz block B),Outdoor marketing site hire — Atyrau terminal,-1067182.83,USD
TXN-B4-0055,2025-08-30,ACC-7204,Juniper Consulting Associates (Oskemen unit),"Rent for spare parts store — Aktobe hub, May 2025",-6987897.37,USD
TXN-9138-0009,2025-08-31,ACC-9138,Glenwood Consulting Inc Holding,"Interest on export credit line — Atyrau terminal, instalment 3 2025",-1316940.32,USD
TXN-P4-0051,2025-08-31,ACC-7804,Eastgate Catering Services (Uralsk annex),"Insurance claim reimbursement — Zhezkazgan compound, March",103086.37,USD
TXN-9386-0019,2025-09-01,ACC-9386,Ironwood Utility Solutions Works,Cold store lease — July 2025,-7896099.88,USD
TXN-9021-0030,2025-09-02,ACC-9021,Bridgeport Insurance Partners,"Warehouse lease — Oskemen unit, May",-2038678.70,USD
TXN-9432-0012,2025-09-02,ACC-9432,Bridgeport Consulting Group Enterprise,Marketing agency credit note — Oskemen unit,6900618.23,USD
TXN-9865-0022,2025-09-02,ACC-9865,Ironwood Office Supplies Group (Semey base),Depot yard rent — Taraz site,-642933.80,USD
TXN-9874-0001,2025-09-02,ACC-9874,Hartley Realty Holdings (Zhezkazgan compound),Storage unit rent — Semey base,-835355.35,USD
TXN-P1-0046,2025-09-02,ACC-7801,Hartley Maintenance Partners (Atyrau terminal),Unearned insurance premium return — February 2025,3054795.52,USD
TXN-P10-0048,2025-09-02,ACC-7810,Glenwood Telecom Corp Ltd,Interest income on treasury bills — Zhezkazgan compound 2025,1427380.72,USD
TXN-9851-0017,2025-09-03,ACC-9851,Hartley Water Works Holding (Uralsk annex),Monthly payroll disbursement — Oskemen unit 2025,-1807437.38,USD
TXN-P4-0023,2025-09-03,ACC-7804,Aral Freight Arbitration Bureau,Demurrage dispute arbitration and legal servicing,-342905.28,USD
TXN-9562-0025,2025-09-04,ACC-9562,Ironwood Uniforms Corp Group,"Motor third-party insurance — Oskemen unit, Q3 2025",-182128.64,USD
TXN-9735-0050,2025-09-04,ACC-9735,Ashford Facilities Inc Supply,Executive payroll run — Turkistan point 2025,-382138.11,USD
TXN-9819-0024,2025-09-04,ACC-9819,Ashford Utility Corp (Atyrau terminal),"Printed marketing collateral run — Zhezkazgan compound, Q4 2025",-2554685.28,USD
TXN-9429-0027,2025-09-05,ACC-9429,Eastgate Payroll Co (Astana branch),Environmental liability insurance — Astana branch,-3746991.30,USD
TXN-9111-0029,2025-09-06,ACC-9111,Bridgeport Landscaping Services Partners,Group insurance experience refund — Kostanay centre 2025,6421476.54,USD
TXN-P2-0042,2025-09-06,ACC-7802,Ashford Stationery Corp (Kyzylorda station),Group insurance experience refund — H1,411214.48,USD
TXN-9133-0047,2025-09-07,ACC-9133,Ironwood Logistics Trust,"Interest on senior notes — Semey base, instalment 3",-740269.70,USD
TXN-9305-0041,2025-09-07,ACC-9305,Hartley Realty Holdings,Equipment yard lease — December 2025,-5221978.74,USD
TXN-9784-0006,2025-09-07,ACC-9784,Dunmore Consulting Corp Company,Sewer discharge levy — May,-1210988.58,USD
TXN-P1-0013,2025-09-07,ACC-7801,Ironwood Printing Ltd (Almaty office),Corporate income tax instalment — June,-986275.52,USD
TXN-P4-0046,2025-09-07,ACC-7804,Dunmore Waste Systems LLC (Taraz site),Rent for archive premises — Ekibastuz block B,-9371640.53,USD
TXN-9553-0047,2025-09-08,ACC-9553,Dunmore Facilities Associates JSC,Trade press marketing insertion — Ekibastuz block B,-1277113.46,USD
TXN-P2-0043,2025-09-08,ACC-7802,Hartley Payroll LLC,"Parking garage lease — Pavlodar block, Q1",-2065898.10,USD
TXN-P3-0009,2025-09-08,ACC-7803,Foxridge Tax Advisory Corp Partners (Karaganda yard),"Interest on finance sublease — Kyzylorda station, Q3",-6836857.12,USD
TXN-P7-0015,2025-09-08,ACC-7807,Ironwood Office Supplies Group (Ekibastuz block B),Payroll top-up transfer — instalment 2 2025,-9689150.70,USD
TXN-P9-0025,2025-09-08,ACC-7809,Zhezkazgan Processing Holdings LLP,Transfer of processing plant equipment to subsidiary,-418204.37,USD
TXN-P9-0042,2025-09-08,ACC-7809,Eastgate Property Works,Telecom services — April,-5971062.37,USD
TXN-9081-0050,2025-09-09,ACC-9081,Sterling Office Solutions Trading House (Semey base),Use tax payment — Astana branch 2025,-2922047.26,USD
TXN-9200-0025,2025-09-09,ACC-9200,Ashford Uniforms Associates Works,Interest rebate on early repayment — Karaganda yard,1298309.67,USD
TXN-9268-0028,2025-09-09,ACC-9268,Ironwood Courier Co (Taraz site),"Product launch ad campaign — Atyrau terminal, November 2025",-129501.25,USD
TXN-9801-0038,2025-09-09,ACC-9801,Dunmore Telecom Partners (Kyzylorda station),"Tax penalty settlement charge — Astana branch, March 2025",-427026.17,USD
TXN-P7-0021,2025-09-09,ACC-7807,Hartley Water Works Company (Almaty office),Cold store lease — August 2025,-959841.63,USD
TXN-P8-0003,2025-09-09,ACC-7808,Kingsley Utility Services Works,Marketing research panel subscription — period 04,-7531552.68,USD
TXN-P8-0011,2025-09-09,ACC-7808,Ashford Leasing Inc,Radio ad campaign schedule — October,-13795865.18,USD
TXN-B1-0032,2025-09-10,ACC-7201,Hartley Catering LP Supply,Industry exhibition stand marketing — Q1 2025,-7683788.65,USD
TXN-B4-0018,2025-09-10,ACC-7204,Dunmore Landscaping Group,"Printed marketing collateral run — Kyzylorda station, December",-2434137.65,USD
TXN-P1-0016,2025-09-10,ACC-7801,Dunmore Realty,Payroll bonus disbursement — Almaty office 2025,-5004933.43,USD
TXN-P9-0003,2025-09-10,ACC-7809,Acme Office Supplies,Printed marketing collateral run — H2 2025,-11973391.14,USD
TXN-9084-0004,2025-09-11,ACC-9084,Ashford Leasing Inc Service Centre (Ekibastuz block B),"Printed marketing collateral run — Taraz site, H2 2025",-658272.64,USD
TXN-9379-0003,2025-09-11,ACC-9379,Cedarville Building Services LLC (Aktobe hub),Marketing agency credit note — May 2025,455305.72,USD
TXN-9515-0042,2025-09-11,ACC-9515,Bridgeport Water Works LP (Almaty office),Marketing agency creative fees,-243250.81,USD
TXN-P3-0010,2025-09-11,ACC-7803,KazMunayGas Refining JSC,Refinery turnaround services sales settlement 2025,8104772.36,USD
TXN-9568-0023,2025-09-12,ACC-9568,Ironwood Leasing Partners Group,Regional marketing campaign production — Turkistan point 2025,-510871.86,USD
TXN-P7-0020,2025-09-12,ACC-7807,Ironwood Courier Co,Payroll agency rebate — Aktobe hub,4981367.79,USD
TXN-9543-0017,2025-09-13,ACC-9543,Bridgeport Power Corp,VAT instalment,-733984.34,USD
TXN-P8-0054,2025-09-13,ACC-7808,Juniper Landscaping LLC Service Centre,Marketing volume rebate — Uralsk annex 2025,834559.44,USD
TXN-9413-0046,2025-09-14,ACC-9413,Glenwood Maintenance Services,Digital media buy — display 2025,-9785526.83,USD
TXN-P4-0014,2025-09-14,ACC-7804,Glenwood Consulting Inc (Almaty office),Capitalised interest charge 2025,-399050.15,USD
TXN-9043-0045,2025-09-15,ACC-9043,Juniper Tax Advisory LLC Works,"Interest true-up charge — Shymkent depot, instalment 1 2025",-3310929.24,USD
TXN-9071-0049,2025-09-15,ACC-9071,Glenwood Stationery Associates Holding,"Office rent — Zhezkazgan compound, period 04 2025",-2599456.40,USD
TXN-9233-0044,2025-09-15,ACC-9233,Foxridge Payroll Ltd (Semey base),Water charge adjustment credit — Ekibastuz block B,1500277.62,USD
TXN-9552-0026,2025-09-15,ACC-9552,Dunmore Power Ltd Enterprise (Kostanay centre),"Payroll for security detail — Pavlodar block, H2",-11383172.42,USD
TXN-9999-0039,2025-09-15,ACC-9999,Halcyon Facilities Group,Unearned insurance premium return 2025,7864015.10,USD
TXN-P10-0063,2025-09-15,ACC-7810,State Revenue Committee,Corporate income tax instalment 2025,-882447.19,USD
TXN-B1-0012,2025-09-16,ACC-7201,Ironwood Maintenance Group,Customer newsletter marketing production,-421686.32,USD
TXN-B4-0024,2025-09-16,ACC-7204,Dunmore Security Solutions Partners (Almaty office),"Tax overpayment refunded — Semey base, period 01",1801311.03,USD
TXN-P6-0056,2025-09-16,ACC-7806,Eastgate Supply Ltd (Almaty office),Corporate brand marketing programme — H2 2025,-192438.20,USD
TXN-9389-0042,2025-09-17,ACC-9389,Cedarville Stationery Ltd,"Interest on bridge facility — Almaty office, December",-212942.55,USD
TXN-9787-0027,2025-09-17,ACC-9787,Hartley Supply,Payroll advance recovered from staff,720875.94,USD
TXN-9900-0033,2025-09-17,ACC-9900,Dunmore Landscaping Group (Turkistan point),"Interest on subordinated notes — Karaganda yard, July",-3381126.70,USD
TXN-9977-0042,2025-09-17,ACC-9977,Bridgeport Waste Systems Ltd,Industry exhibition stand marketing — Zhezkazgan compound,-273916.72,USD
TXN-B4-0034,2025-09-17,ACC-7204,Foxridge Insurance Co Holding (Taraz site),Quarterly estimated tax — Shymkent depot,-822556.55,USD
TXN-P8-0016,2025-09-17,ACC-7808,Syrdarya Capital Holding LLP,Management advisory retainer,-342118.65,USD
TXN-9601-0047,2025-09-18,ACC-9601,Ashford Consulting Partners Partners,Warehouse contents insurance — final call,-3794954.59,USD
TXN-9876-0021,2025-09-18,ACC-9876,Bridgeport Security Associates (Turkistan point),Tax audit assessment payment 2025,-1711958.52,USD
TXN-B4-0033,2025-09-18,ACC-7204,Glenwood Water Works LLC Supply (Zhezkazgan compound),Telecom leased line — Pavlodar block,-9899396.01,USD
TXN-B4-0050,2025-09-19,ACC-7204,Ironwood Uniforms Corp,Waste water charge — Q2,-462194.83,USD
TXN-P2-0031,2025-09-19,ACC-7802,Bridgeport Cleaning Partners,"Excise tax payment — Shymkent depot, final call 2025",-6057047.46,USD
TXN-P5-0052,2025-09-19,ACC-7805,Ashford Landscaping Holdings Enterprise,Group insurance experience refund — Semey base,163904.34,USD
TXN-P9-0026,2025-09-19,ACC-7809,Ironwood Uniforms Corp Service Centre (Karaganda yard),Corporate brand marketing programme — period 04,-936660.21,USD
TXN-9490-0015,2025-09-20,ACC-9490,Ironwood Building Services Services,Corporate brand marketing programme — period 02,-1232101.42,USD
TXN-9692-0027,2025-09-20,ACC-9692,Cedarville Logistics Co LLP,"Utility deposit returned — Pavlodar block, Q1 2025",2237085.32,USD
TXN-P6-0018,2025-09-20,ACC-7806,Dunmore Utility Inc Enterprise,Capitalised interest charge — Kostanay centre 2025,-1140952.33,USD
TXN-9011-0021,2025-09-21,ACC-9011,Kingsley Tax Advisory (Taraz site),"Rent for training centre — Karaganda yard, Q2",-12431033.04,USD
TXN-9738-0008,2025-09-21,ACC-9738,Glenwood Consulting Inc (Ekibastuz block B),"Sewer discharge levy — Karaganda yard, period 03",-145002.77,USD
TXN-9805-0031,2025-09-21,ACC-9805,Cedarville Utility Ltd (Zhezkazgan compound),"Waste water charge — Taraz site, March 2025",-959810.44,USD
TXN-9946-0007,2025-09-21,ACC-9946,Ashford Landscaping Holdings LLP,"Storage unit rent — Karaganda yard, period 02",-1324620.87,USD
TXN-B4-0054,2025-09-21,ACC-7204,Juniper Cleaning (Ekibastuz block B),"Storage unit rent — Karaganda yard, period 02",-792090.02,USD
TXN-P7-0037,2025-09-21,ACC-7807,Eastgate Building Services Associates (Taraz site),Marine cargo insurance premium — Uralsk annex,-1731446.13,USD
TXN-9373-0001,2025-09-22,ACC-9373,Trident Power Cooperative (Astana branch),Interest on escrow balance — March,4306637.04,USD
TXN-9442-0007,2025-09-22,ACC-9442,Crown City Water Board,Accrued interest payment — March,-923806.99,USD
TXN-9456-0047,2025-09-22,ACC-9456,Ironclad Security Services,Payroll for drivers — February 2025,-761232.98,USD
TXN-B4-0056,2025-09-22,ACC-7204,Shymkent Fuel Distributors LLP,Refinery product sales settlement third quarter,1946791.21,USD
TXN-P3-0019,2025-09-22,ACC-7803,Hartley Insurance Inc JSC,Political risk insurance — Kyzylorda station,-8962583.42,USD
TXN-P5-0002,2025-09-22,ACC-7805,Glenwood Realty Solutions Group,Telecom service credit received — instalment 2 2025,4581118.74,USD
TXN-9849-0002,2025-09-23,ACC-9849,Ironwood Realty Services (Turkistan point),"Payroll accrual reversal — Turkistan point, May",8587499.87,USD
TXN-B4-0019,2025-09-23,ACC-7204,Dunmore Security Solutions Partners (Almaty office),"Rent for training centre — Shymkent depot, instalment 1",-2217144.91,USD
TXN-P2-0007,2025-09-23,ACC-7802,Ashford Tax Advisory Holdings Enterprise (Semey base),Interest recovery on overpayment — Astana branch 2025,5043155.21,USD
TXN-P8-0026,2025-09-23,ACC-7808,Cedarville Courier Holdings Service Centre,"Parking garage lease — Taraz site, H1",-603369.52,USD
TXN-9055-0031,2025-09-24,ACC-9055,Glenwood Telecom Corp (Atyrau terminal),"Outdoor marketing site hire — Karaganda yard, instalment 1 2025",-492990.59,USD
TXN-9855-0031,2025-09-24,ACC-9855,Ironwood Leasing Partners,Regional marketing campaign production — Kostanay centre 2025,-13614166.03,USD
TXN-P3-0018,2025-09-24,ACC-7803,Cedarville Telecom Services (Ekibastuz block B),"Interest rebate on early repayment — Turkistan point, October 2025",2503692.36,USD
TXN-P6-0034,2025-09-24,ACC-7806,Glenwood Office Supplies Services (Oskemen unit),"Social tax remittance — Uralsk annex, November",-780505.67,USD
TXN-9052-0046,2025-09-25,ACC-9052,Dunmore Leasing Associates,"Outdoor marketing site hire — Turkistan point, instalment 3 2025",-489408.29,USD
TXN-9652-0035,2025-09-25,ACC-9652,Ironwood Catering Corp (Kostanay centre),"Regional marketing campaign production — Ekibastuz block B, May 2025",-16705290.83,USD
TXN-9658-0009,2025-09-25,ACC-9658,Ironwood Logistics Trust (Semey base),Radio ad campaign schedule — Q4 2025,-13053595.84,USD
TXN-B4-0048,2025-09-25,ACC-7204,Sentinel Insurance Group (Semey base),Fidelity bond insurance — August,-940663.75,USD
TXN-P10-0052,2025-09-25,ACC-7810,Cedarville Security Trust Company (Uralsk annex),Default interest charge — August 2025,-12549219.99,USD
TXN-P7-0003,2025-09-25,ACC-7807,Kingsley Utility Services Enterprise,Quarterly interest coupon — May 2025,-2024164.80,USD
TXN-P9-0010,2025-09-25,ACC-7809,Trident Power Cooperative,Payroll for warehouse staff — May,-2364158.76,USD
TXN-9165-0017,2025-09-26,ACC-9165,Ironwood Leasing Partners Ltd (Karaganda yard),Rent for archive premises 2025,-4028610.19,USD
TXN-9334-0015,2025-09-26,ACC-9334,Ironwood Stationery Solutions Enterprise (Semey base),Payroll advance recovered from staff — Aktobe hub,4803922.70,USD
TXN-9574-0044,2025-09-26,ACC-9574,Eastgate Tax Advisory LP (Semey base),Depot yard rent — Shymkent depot 2025,-4179089.71,USD
